ID,Season,Date,Home Team Api ID,Away Team Api ID,Home Team Goals,Away Team Goals
4497,2015/2016,2015-12-28,8659,10261,1,0
4498,2015/2016,2015-12-28,8654,8466,2,1
4499,2015/2016,2015-08-14,10252,10260,0,1
4500,2015/2016,2015-08-16,9826,9825,1,2
4501,2015/2016,2015-08-17,8650,8678,1,0
4502,2015/2016,2015-08-16,8456,8455,3,0
4503,2015/2016,2015-08-15,8466,8668,0,3
4504,2015/2016,2015-08-15,8472,9850,1,3
4505,2015/2016,2015-08-15,10003,10261,2,0
4506,2015/2016,2015-08-15,8586,10194,2,2
4507,2015/2016,2015-08-15,9817,8659,0,0
4508,2015/2016,2015-08-15,8654,8197,1,2
4509,2015/2016,2016-01-02,9825,10261,1,0
4510,2015/2016,2016-01-03,9826,8455,0,3
4511,2015/2016,2016-01-03,8668,8586,1,1
4512,2015/2016,2016-01-02,8197,8678,0,0
4513,2015/2016,2016-01-02,10260,10003,2,1
4514,2015/2016,2016-01-02,9850,8466,1,0
4515,2015/2016,2016-01-02,8472,10252,3,1
4516,2015/2016,2016-01-02,9817,8456,1,2
4517,2015/2016,2016-01-02,8659,10194,2,1
4518,2015/2016,2016-01-02,8654,8650,2,0
4519,2015/2016,2016-01-12,10252,9826,1,0
4520,2015/2016,2016-01-12,8678,8654,1,3
4521,2015/2016,2016-01-13,10003,8472,2,4
4522,2015/2016,2016-01-13,8650,9825,3,3
4523,2015/2016,2016-01-13,8455,8659,2,2
4524,2015/2016,2016-01-13,8456,8668,0,0
4525,2015/2016,2016-01-12,10261,10260,3,3
4526,2015/2016,2016-01-13,8466,9817,2,0
4527,2015/2016,2016-01-13,10194,9850,3,1
4528,2015/2016,2016-01-13,8586,8197,0,1
4529,2015/2016,2016-01-16,10252,8197,1,1
4530,2015/2016,2016-01-16,8678,9850,3,0
4531,2015/2016,2016-01-16,8455,8668,3,3
4532,2015/2016,2016-01-17,8650,10260,0,1
4533,2015/2016,2016-01-16,8456,9826,4,0
4534,2015/2016,2016-01-16,10261,8654,2,1
4535,2015/2016,2016-01-16,8466,8659,3,0
4536,2015/2016,2016-01-17,10194,9825,0,0
4537,2015/2016,2016-01-18,10003,9817,1,0
4538,2015/2016,2016-01-16,8586,8472,4,1
4539,2015/2016,2016-01-24,9825,8455,0,1
4540,2015/2016,2016-01-23,9826,8586,1,3
4541,2015/2016,2016-01-24,8668,10003,1,2
4542,2015/2016,2016-01-23,8197,10194,3,0
4543,2015/2016,2016-01-23,10260,8466,0,1
4544,2015/2016,2016-01-23,9850,8650,4,5
4545,2015/2016,2016-01-23,8472,8678,1,1
4546,2015/2016,2016-01-23,9817,10261,2,1
4547,2015/2016,2016-01-23,8659,10252,0,0
4548,2015/2016,2016-01-23,8654,8456,2,2
4549,2015/2016,2016-02-02,9825,8466,0,0
4550,2015/2016,2016-02-02,8197,8650,2,0
4551,2015/2016,2016-02-02,9850,8586,0,3
4552,2015/2016,2016-02-02,8472,8456,0,1
4553,2015/2016,2016-02-03,9817,8455,0,0
4554,2015/2016,2016-02-02,8654,10252,2,0
4555,2015/2016,2016-02-02,9826,8678,1,2
4556,2015/2016,2016-02-02,10260,10194,3,0
4557,2015/2016,2016-02-02,8659,10003,1,1
4558,2015/2016,2016-02-03,8668,10261,3,0
4559,2015/2016,2016-02-06,10252,9850,2,0
4560,2015/2016,2016-02-07,8678,9825,0,2
4561,2015/2016,2016-02-07,8455,10260,1,1
4562,2015/2016,2016-02-06,8650,8472,2,2
4563,2015/2016,2016-02-06,8456,8197,1,3
4564,2015/2016,2016-02-06,10261,8659,1,0
4565,2015/2016,2016-02-06,8466,8654,1,0
4566,2015/2016,2016-02-06,10194,8668,0,3
4567,2015/2016,2016-02-06,10003,9826,1,1
4568,2015/2016,2016-02-06,8586,9817,1,0
4569,2015/2016,2016-02-14,9825,8197,2,1
4570,2015/2016,2016-02-14,10252,8650,0,6
4571,2015/2016,2016-02-13,8678,10194,1,3
4572,2015/2016,2016-02-13,8455,10261,5,1
4573,2015/2016,2016-02-13,9826,9817,1,2
4574,2015/2016,2016-02-13,8668,8659,0,1
4575,2015/2016,2016-02-14,8456,8586,1,2
4576,2015/2016,2016-02-13,9850,8654,2,2
4577,2015/2016,2016-02-13,8472,10260,2,1
4578,2015/2016,2016-02-13,10003,8466,0,1
4579,2015/2016,2016-02-27,8197,9850,1,0
4580,2015/2016,2016-04-20,8650,8668,4,0
4581,2015/2016,2016-02-28,10260,9825,3,2
4582,2015/2016,2016-04-19,10261,8456,1,1
4583,2015/2016,2016-02-27,8466,8455,1,2
4584,2015/2016,2016-02-27,10194,10252,2,1
4585,2015/2016,2016-02-28,8586,10003,2,1
4586,2015/2016,2016-02-27,9817,8678,0,0
4587,2015/2016,2016-02-27,8659,9826,3,2
4588,2015/2016,2016-02-27,8654,8472,1,0
4589,2015/2016,2016-03-02,9825,10003,1,2
4590,2015/2016,2016-03-01,10252,8668,1,3
4591,2015/2016,2016-03-01,8678,8466,2,0
4592,2015/2016,2016-03-01,8197,8659,2,2
4593,2015/2016,2016-03-01,9850,8455,1,2
4594,2015/2016,2016-03-01,8472,9826,2,2
4595,2015/2016,2016-03-02,8654,8586,1,0
4596,2015/2016,2016-03-02,8650,8456,3,0
4597,2015/2016,2016-03-02,10260,9817,1,0
4598,2015/2016,2016-03-02,10194,10261,1,0
4599,2015/2016,2016-03-05,8455,10194,1,1
4600,2015/2016,2016-03-06,9826,8650,1,2
4601,2015/2016,2016-03-05,8668,8654,2,3
4602,2015/2016,2016-03-05,8456,10252,4,0
4603,2015/2016,2016-03-05,10261,8678,1,3
4604,2015/2016,2016-03-05,8466,8472,1,1
4605,2015/2016,2016-03-05,10003,9850,1,0
4606,2015/2016,2016-03-05,8586,9825,2,2
4607,2015/2016,2016-03-05,9817,8197,0,1
4608,2015/2016,2016-03-06,8659,10260,1,0
4609,2015/2016,2015-08-24,9825,8650,0,0
4610,2015/2016,2015-08-22,9826,10252,2,1
4611,2015/2016,2015-08-23,8668,8456,0,2
4612,2015/2016,2015-08-22,8197,8586,1,1
4613,2015/2016,2015-08-22,10260,10261,0,0
4614,2015/2016,2015-08-22,9850,10194,1,1
4615,2015/2016,2015-08-22,8472,10003,1,1
4616,2015/2016,2015-08-23,9817,8466,0,0
4617,2015/2016,2015-08-23,8659,8455,2,3
4618,2015/2016,2015-08-22,8654,8678,3,4
4619,2015/2016,2016-04-21,9825,8659,2,0
4620,2015/2016,2016-03-13,10252,8586,0,2
4621,2015/2016,2016-03-12,8678,10003,3,2
4622,2015/2016,2016-03-14,8197,10261,1,0
4623,2015/2016,2016-05-11,8650,8455,1,1
4624,2015/2016,2016-04-20,10260,9826,2,0
4625,2015/2016,2016-03-12,9850,8456,0,0
4626,2015/2016,2016-03-12,10194,8466,1,2
4627,2015/2016,2016-05-11,8472,8668,3,0
4628,2015/2016,2016-04-20,8654,9817,3,1
4629,2015/2016,2016-03-19,8455,8654,2,2
4630,2015/2016,2016-03-19,9826,8197,0,1
4631,2015/2016,2016-03-19,8668,9825,0,2
4632,2015/2016,2016-03-20,8456,10260,0,1
4633,2015/2016,2016-03-20,10261,8472,1,1
4634,2015/2016,2016-03-20,8466,8650,3,2
4635,2015/2016,2016-03-19,10003,10252,1,0
4636,2015/2016,2016-03-20,8586,8678,3,0
4637,2015/2016,2016-03-19,9817,10194,1,2
4638,2015/2016,2016-03-19,8659,9850,0,1
4639,2015/2016,2016-04-02,9825,9817,4,0
4640,2015/2016,2016-04-02,10252,8455,0,4
4641,2015/2016,2016-04-02,8678,8456,0,4
4642,2015/2016,2016-04-03,8197,8466,1,0
4643,2015/2016,2016-04-02,8650,8586,1,1
4644,2015/2016,2016-04-03,10260,8668,1,0
4645,2015/2016,2016-04-02,9850,10261,3,2
4646,2015/2016,2016-04-02,10194,10003,2,2
4647,2015/2016,2016-04-02,8472,8659,0,0
4648,2015/2016,2016-04-02,8654,9826,2,2
4649,2015/2016,2016-04-09,10252,8678,1,2
4650,2015/2016,2016-04-09,9826,9850,1,0
4651,2015/2016,2016-04-10,8650,10194,4,1
4652,2015/2016,2016-04-09,8456,8659,2,1
4653,2015/2016,2016-04-09,8466,10261,3,1
4654,2015/2016,2016-04-10,8472,8197,0,2
4655,2015/2016,2016-04-09,10003,8455,1,0
4656,2015/2016,2016-04-10,8586,10260,3,0
4657,2015/2016,2016-04-09,9817,8668,1,1
4658,2015/2016,2016-04-09,8654,9825,3,3
4659,2015/2016,2016-04-17,9825,9826,1,1
4660,2015/2016,2016-04-17,8678,8650,1,2
4661,2015/2016,2016-04-16,8455,8456,0,3
4662,2015/2016,2016-04-16,8668,8466,1,1
4663,2015/2016,2016-04-17,8197,8654,2,2
4664,2015/2016,2016-04-16,10260,10252,1,0
4665,2015/2016,2016-04-16,10261,10003,3,0
4666,2015/2016,2016-04-16,9850,8472,0,3
4667,2015/2016,2016-04-18,10194,8586,0,4
4668,2015/2016,2016-04-16,8659,9817,0,1
4669,2015/2016,2016-04-23,10252,8466,2,4
4670,2015/2016,2016-04-23,8678,8455,1,4
4671,2015/2016,2016-04-13,9826,8668,0,0
4672,2015/2016,2016-04-24,8197,10003,4,0
4673,2015/2016,2016-04-23,8650,10261,2,2
4674,2015/2016,2016-04-23,8456,10194,4,0
4675,2015/2016,2016-05-11,9850,9817,4,2
4676,2015/2016,2016-04-24,8472,9825,0,0
4677,2015/2016,2016-04-25,8586,8659,1,1
4678,2015/2016,2016-05-10,8654,10260,3,2
4679,2015/2016,2016-04-30,9825,9850,1,0
4680,2015/2016,2016-05-02,8455,8586,2,2
4681,2015/2016,2016-04-30,8668,8678,2,1
4682,2015/2016,2016-05-01,10260,8197,1,1
4683,2015/2016,2016-04-30,10261,9826,1,0
4684,2015/2016,2016-05-01,8466,8456,4,2
4685,2015/2016,2016-04-30,10194,8472,1,1
4686,2015/2016,2016-05-01,10003,8650,3,1
4687,2015/2016,2016-04-30,9817,10252,3,2
4688,2015/2016,2016-04-30,8659,8654,0,3
4689,2015/2016,2016-05-07,10252,10261,0,0
4690,2015/2016,2016-05-07,8678,8659,1,1
4691,2015/2016,2016-05-07,9826,10194,2,1
4692,2015/2016,2016-05-07,8197,8668,3,1
4693,2015/2016,2016-05-08,8650,9817,2,0
4694,2015/2016,2016-05-08,8456,9825,2,2
4695,2015/2016,2016-05-07,9850,10260,0,1
4696,2015/2016,2016-05-07,8472,8455,3,2
4697,2015/2016,2016-05-08,8586,8466,1,2
4698,2015/2016,2016-05-07,8654,10003,1,4
4699,2015/2016,2016-05-15,9825,10252,4,0
4700,2015/2016,2016-05-15,8455,8197,1,1
4701,2015/2016,2016-05-15,8668,9850,3,0
4702,2015/2016,2016-05-17,10260,8678,3,1
4703,2015/2016,2016-05-15,10261,8586,5,1
4704,2015/2016,2016-05-15,8466,9826,4,1
4705,2015/2016,2016-05-15,10194,8654,2,1
4706,2015/2016,2016-05-15,10003,8456,1,1
4707,2015/2016,2016-05-15,9817,8472,2,2
4708,2015/2016,2016-05-15,8659,8650,1,1
4709,2015/2016,2015-08-29,10252,8472,2,2
4710,2015/2016,2015-08-29,8678,8197,1,1
4711,2015/2016,2015-08-29,8455,9826,1,2
4712,2015/2016,2015-08-29,8650,8654,0,3
4713,2015/2016,2015-08-29,8456,9817,2,0
4714,2015/2016,2015-08-29,10261,9825,0,1
4715,2015/2016,2015-08-30,8466,9850,3,0
4716,2015/2016,2015-08-29,10194,8659,0,1
4717,2015/2016,2015-08-30,10003,10260,2,1
4718,2015/2016,2015-08-29,8586,8668,0,0
4719,2015/2016,2015-09-12,9825,10194,2,0
4720,2015/2016,2015-09-12,9826,8456,0,1
4721,2015/2016,2015-09-12,8668,8455,3,1
4722,2015/2016,2015-09-13,8197,10252,3,2
4723,2015/2016,2015-09-12,10260,8650,3,1
4724,2015/2016,2015-09-12,9850,8678,3,1
4725,2015/2016,2015-09-13,8472,8586,0,1
4726,2015/2016,2015-09-12,9817,10003,1,0
4727,2015/2016,2015-09-12,8659,8466,0,0
4728,2015/2016,2015-09-14,8654,10261,2,0
4729,2015/2016,2015-09-19,10252,8659,0,1
4730,2015/2016,2015-09-19,8678,8472,2,0
4731,2015/2016,2015-09-19,8455,9825,2,0
4732,2015/2016,2015-09-20,8650,9850,1,1
4733,2015/2016,2015-09-19,8456,8654,1,2
4734,2015/2016,2015-09-19,10261,9817,1,2
4735,2015/2016,2015-09-20,8466,10260,2,3
4736,2015/2016,2015-09-19,10194,8197,2,2
4737,2015/2016,2015-09-19,10003,8668,0,0
4738,2015/2016,2015-09-20,8586,9826,1,0
4739,2015/2016,2015-09-26,8197,9825,2,5
4740,2015/2016,2015-09-26,8650,10252,3,2
4741,2015/2016,2015-09-26,10260,8472,3,0
4742,2015/2016,2015-09-26,10261,8455,2,2
4743,2015/2016,2015-09-26,8466,10003,3,1
4744,2015/2016,2015-09-26,10194,8678,2,1
4745,2015/2016,2015-09-26,8586,8456,4,1
4746,2015/2016,2015-09-27,9817,9826,0,1
4747,2015/2016,2015-09-28,8659,8668,2,3
4748,2015/2016,2015-09-26,8654,9850,2,2
4749,2015/2016,2015-10-04,9825,10260,3,0
4750,2015/2016,2015-10-03,10252,10194,0,1
4751,2015/2016,2015-10-03,8678,9817,1,1
4752,2015/2016,2015-10-03,8455,8466,1,3
4753,2015/2016,2015-10-03,9826,8659,2,0
4754,2015/2016,2015-10-04,8668,8650,1,1
4755,2015/2016,2015-10-03,8456,10261,6,1
4756,2015/2016,2015-10-03,9850,8197,1,2
4757,2015/2016,2015-10-03,8472,8654,2,2
4758,2015/2016,2015-10-04,10003,8586,2,2
4759,2015/2016,2015-10-17,8455,10252,2,0
4760,2015/2016,2015-10-17,9826,8654,1,3
4761,2015/2016,2015-10-17,8668,10260,0,3
4762,2015/2016,2015-10-17,8456,8678,5,1
4763,2015/2016,2015-10-18,10261,9850,6,2
4764,2015/2016,2015-10-17,8466,8197,2,2
4765,2015/2016,2015-10-19,10003,10194,0,1
4766,2015/2016,2015-10-17,8586,8650,0,0
4767,2015/2016,2015-10-17,9817,9825,0,3
4768,2015/2016,2015-10-17,8659,8472,1,0
4769,2008/2009,2008-08-09,8583,9830,2,1
4770,2008/2009,2008-08-09,9827,7819,2,1
4771,2008/2009,2008-08-09,9746,9831,1,0
4772,2008/2009,2008-08-09,8682,8689,0,1
4773,2008/2009,2008-08-10,9748,9941,3,0
4774,2008/2009,2008-08-09,9829,9847,1,0
4775,2008/2009,2008-08-09,8481,8639,0,0
4776,2008/2009,2008-08-09,9851,8592,4,4
4777,2008/2009,2008-08-09,9874,9855,1,2
4778,2008/2009,2008-08-09,9873,9853,1,0
4779,2008/2009,2008-10-25,8583,9748,0,0
4780,2008/2009,2008-10-25,9746,9873,2,1
4781,2008/2009,2008-10-25,8639,7819,2,2
4782,2008/2009,2008-10-25,8689,9830,3,0
4783,2008/2009,2008-10-26,8592,9847,2,4
4784,2008/2009,2008-10-26,8481,9874,1,1
4785,2008/2009,2008-10-25,9831,9827,2,2
4786,2008/2009,2008-10-25,9851,8682,2,2
4787,2008/2009,2008-10-26,9853,9855,0,2
4788,2008/2009,2008-10-25,9941,9829,0,0
4789,2008/2009,2008-10-28,9827,9746,4,0
4790,2008/2009,2008-10-29,7819,9831,1,1
4791,2008/2009,2008-10-29,9855,8639,0,0
4792,2008/2009,2008-10-29,8682,8583,0,2
4793,2008/2009,2008-10-29,9829,8481,3,1
4794,2008/2009,2008-10-29,9830,8592,1,1
4795,2008/2009,2008-10-29,9847,9941,0,1
4796,2008/2009,2008-10-29,9853,8689,1,4
4797,2008/2009,2008-10-29,9874,9748,0,2
4798,2008/2009,2008-10-29,9873,9851,0,0
4799,2008/2009,2008-11-01,8583,9873,0,0
4800,2008/2009,2008-11-02,9746,9829,2,3
4801,2008/2009,2008-11-01,8639,9830,2,0
4802,2008/2009,2008-11-01,8689,9855,1,1
4803,2008/2009,2008-11-02,9748,8682,2,0
4804,2008/2009,2008-11-01,8592,9853,3,1
4805,2008/2009,2008-11-01,8481,9827,1,0
4806,2008/2009,2008-11-01,9831,9847,1,0
4807,2008/2009,2008-11-02,9851,9874,1,0
4808,2008/2009,2008-11-01,9941,7819,0,1
4809,2008/2009,2008-11-08,9827,8583,2,0
4810,2008/2009,2008-11-08,7819,9746,0,1
4811,2008/2009,2008-11-08,9855,8592,0,3
4812,2008/2009,2008-11-08,8689,9831,0,1
4813,2008/2009,2008-11-08,9829,9748,0,1
4814,2008/2009,2008-11-08,9830,9941,1,1
4815,2008/2009,2008-11-09,9847,8639,1,0
4816,2008/2009,2008-11-09,9853,9851,0,3
4817,2008/2009,2008-11-08,9874,8682,2,1
4818,2008/2009,2008-11-09,9873,8481,0,1
4819,2008/2009,2008-11-15,8583,9874,1,0
4820,2008/2009,2008-11-15,9746,9847,1,3
4821,2008/2009,2008-11-15,8682,9873,1,0
4822,2008/2009,2008-11-15,8639,9853,3,0
4823,2008/2009,2008-11-16,9748,9827,2,1
4824,2008/2009,2008-11-15,8592,8689,2,3
4825,2008/2009,2008-11-15,8481,7819,1,1
4826,2008/2009,2008-11-16,9831,9830,2,1
4827,2008/2009,2008-11-16,9851,9829,2,1
4828,2008/2009,2008-11-15,9941,9855,2,0
4829,2008/2009,2008-11-22,9827,9851,1,1
4830,2008/2009,2008-11-22,7819,8583,1,0
4831,2008/2009,2008-11-22,9855,9746,0,0
4832,2008/2009,2008-11-22,8689,9941,1,0
4833,2008/2009,2008-11-23,8592,8639,2,2
4834,2008/2009,2008-11-23,9829,8682,3,0
4835,2008/2009,2008-11-23,9830,8481,0,1
4836,2008/2009,2008-11-22,9847,9748,1,0
4837,2008/2009,2008-11-22,9853,9831,0,1
4838,2008/2009,2008-11-22,9873,9874,2,2
4839,2008/2009,2008-11-29,8583,9829,0,1
4840,2008/2009,2008-11-29,9746,9830,0,2
4841,2008/2009,2008-11-29,8682,7819,2,0
4842,2008/2009,2008-11-29,8639,8689,1,1
4843,2008/2009,2008-11-29,9748,9873,0,0
4844,2008/2009,2008-11-30,8481,9853,1,2
4845,2008/2009,2008-12-10,9831,9855,0,0
4846,2008/2009,2008-11-30,9851,9847,1,0
4847,2008/2009,2008-11-29,9874,9827,0,0
4848,2008/2009,2008-11-30,9941,8592,0,0
4849,2008/2009,2008-12-05,9827,9873,2,1
4850,2008/2009,2008-12-06,7819,9851,1,1
4851,2008/2009,2008-12-07,9855,8583,0,0
4852,2008/2009,2008-12-06,8639,9941,1,1
4853,2008/2009,2008-12-07,8689,8481,1,0
4854,2008/2009,2008-12-06,8592,9831,2,1
4855,2008/2009,2008-12-07,9829,9874,1,1
4856,2008/2009,2008-12-07,9847,8682,3,1
4857,2008/2009,2008-12-06,9853,9746,2,0
4858,2008/2009,2008-12-06,9830,9748,2,1
4859,2008/2009,2008-12-13,8583,9847,1,2
4860,2008/2009,2008-12-14,9746,8689,1,3
4861,2008/2009,2008-12-13,8682,9827,1,3
4862,2008/2009,2008-12-14,9748,8592,0,0
4863,2008/2009,2008-12-13,8481,9855,2,0
4864,2008/2009,2008-12-14,9831,8639,0,1
4865,2008/2009,2008-12-13,9851,9830,0,0
4866,2008/2009,2008-12-13,9874,7819,2,2
4867,2008/2009,2008-12-13,9941,9853,3,1
4868,2008/2009,2008-12-13,9873,9829,3,1
4869,2008/2009,2008-12-20,7819,9748,0,1
4870,2008/2009,2008-12-20,9855,8682,2,1
4871,2008/2009,2008-12-20,8639,9746,3,1
4872,2008/2009,2008-12-20,8689,9851,1,2
4873,2008/2009,2008-12-21,8592,8481,0,3
4874,2008/2009,2008-12-21,9829,9827,3,4
4875,2008/2009,2008-12-20,9830,9874,1,1
4876,2008/2009,2008-12-21,9847,9873,2,2
4877,2008/2009,2008-12-20,9853,8583,2,0
4878,2008/2009,2008-12-20,9941,9831,2,2
4879,2008/2009,2008-08-16,7819,9873,3,1
4880,2008/2009,2008-08-17,9855,9851,1,0
4881,2008/2009,2008-08-16,8639,8682,1,3
4882,2008/2009,2008-08-17,8689,9748,0,0
4883,2008/2009,2008-08-17,8592,8583,4,0
4884,2008/2009,2008-08-16,9830,9829,1,1
4885,2008/2009,2008-08-16,9831,8481,2,1
4886,2008/2009,2008-08-16,9847,9827,1,0
4887,2008/2009,2008-08-16,9853,9874,2,1
4888,2008/2009,2008-08-16,9941,9746,2,1
4889,2008/2009,2009-01-10,8583,8592,0,2
4890,2008/2009,2009-01-11,9827,9847,4,0
4891,2008/2009,2009-01-10,9746,9941,0,1
4892,2008/2009,2009-02-17,8682,8639,0,0
4893,2008/2009,2009-01-10,9748,8689,1,1
4894,2008/2009,2009-01-10,9829,9830,1,2
4895,2008/2009,2009-02-17,8481,9831,1,2
4896,2008/2009,2009-01-10,9851,9855,1,0
4897,2008/2009,2009-01-10,9874,9853,1,0
4898,2008/2009,2009-02-17,9873,7819,2,0
4899,2008/2009,2009-01-18,7819,9829,2,2
4900,2008/2009,2009-01-17,9855,9748,0,2
4901,2008/2009,2009-01-18,8639,9851,1,0
4902,2008/2009,2009-01-17,8689,9873,1,1
4903,2008/2009,2009-01-17,8592,9746,2,0
4904,2008/2009,2009-01-17,9830,9827,1,2
4905,2008/2009,2009-01-17,9831,8583,2,0
4906,2008/2009,2009-01-18,9847,9874,2,1
4907,2008/2009,2009-01-17,9853,8682,1,1
4908,2008/2009,2009-01-17,9941,8481,3,0
4909,2008/2009,2009-01-31,8583,8689,0,0
4910,2008/2009,2009-02-01,9827,8639,2,2
4911,2008/2009,2009-01-31,9746,8481,2,3
4912,2008/2009,2009-01-31,8682,9830,0,2
4913,2008/2009,2009-02-01,9748,9853,1,1
4914,2008/2009,2009-01-31,9829,9855,1,0
4915,2008/2009,2009-01-31,9847,7819,2,0
4916,2008/2009,2009-01-31,9851,9941,0,0
4917,2008/2009,2009-02-01,9874,8592,1,0
4918,2008/2009,2009-01-31,9873,9831,1,0
4919,2008/2009,2009-02-08,9855,9873,0,0
4920,2008/2009,2009-02-07,9746,9851,1,0
4921,2008/2009,2009-02-07,8639,9874,3,2
4922,2008/2009,2009-02-07,8689,9829,1,1
4923,2008/2009,2009-02-08,8592,9827,1,0
4924,2008/2009,2009-02-07,8481,8583,0,2
4925,2008/2009,2009-02-07,9830,9847,1,4
4926,2008/2009,2009-02-08,9831,9748,1,3
4927,2008/2009,2009-02-07,9853,7819,3,2
4928,2008/2009,2009-02-07,9941,8682,2,0
4929,2008/2009,2009-02-14,8583,8639,2,0
4930,2008/2009,2009-02-14,9827,9855,1,1
4931,2008/2009,2009-02-14,7819,8689,1,1
4932,2008/2009,2009-02-14,8682,9831,1,2
4933,2008/2009,2009-02-15,9748,9746,3,1
4934,2008/2009,2009-02-15,9829,8592,0,1
4935,2008/2009,2009-02-14,9847,9853,2,1
4936,2008/2009,2009-02-14,9851,8481,1,1
4937,2008/2009,2009-02-15,9874,9941,1,2
4938,2008/2009,2009-02-14,9873,9830,1,1
4939,2008/2009,2009-02-21,9855,9847,0,0
4940,2008/2009,2009-02-21,9746,8583,1,2
4941,2008/2009,2009-02-22,8639,9829,2,1
4942,2008/2009,2009-02-21,8689,9874,1,2
4943,2008/2009,2009-02-22,8592,8682,0,0
4944,2008/2009,2009-02-21,8481,9748,0,2
4945,2008/2009,2009-02-21,9830,7819,1,1
4946,2008/2009,2009-02-21,9831,9851,0,1
4947,2008/2009,2009-02-22,9853,9827,1,1
4948,2008/2009,2009-02-21,9941,9873,0,0
4949,2008/2009,2009-02-28,8583,9941,1,1
4950,2008/2009,2009-03-01,9827,8689,1,0
4951,2008/2009,2009-03-01,7819,8592,0,1
4952,2008/2009,2009-02-28,8682,9746,2,0
4953,2008/2009,2009-03-01,9748,9851,1,1
4954,2008/2009,2009-03-01,9829,9853,2,2
4955,2008/2009,2009-02-28,9830,9855,1,1
4956,2008/2009,2009-03-01,9847,8481,4,1
4957,2008/2009,2009-02-28,9874,9831,1,0
4958,2008/2009,2009-02-28,9873,8639,2,0
4959,2008/2009,2009-03-07,9855,7819,2,1
4960,2008/2009,2009-03-08,9746,9874,2,1
4961,2008/2009,2009-03-07,8639,9748,2,0
4962,2008/2009,2009-03-07,8689,9847,0,1
4963,2008/2009,2009-03-07,8592,9873,0,0
4964,2008/2009,2009-03-07,8481,8682,2,2
4965,2008/2009,2009-03-07,9831,9829,0,0
4966,2008/2009,2009-03-08,9851,8583,2,0
4967,2008/2009,2009-03-08,9853,9830,2,1
4968,2008/2009,2009-03-07,9941,9827,3,0
4969,2008/2009,2009-03-14,9827,9831,2,1
4970,2008/2009,2009-03-14,7819,8639,0,1
4971,2008/2009,2009-03-15,9855,9853,1,0
4972,2008/2009,2009-03-14,8682,9851,2,2
4973,2008/2009,2009-03-15,9748,8583,0,2
4974,2008/2009,2009-03-14,9829,9941,3,2
4975,2008/2009,2009-03-14,9830,8689,1,1
4976,2008/2009,2009-03-15,9847,8592,1,3
4977,2008/2009,2009-03-14,9874,8481,2,1
4978,2008/2009,2009-03-14,9873,9746,3,2
4979,2008/2009,2009-03-21,8583,8682,2,0
4980,2008/2009,2009-03-21,9746,9827,0,3
4981,2008/2009,2009-03-21,8639,9855,2,1
4982,2008/2009,2009-03-22,8689,9853,3,1
4983,2008/2009,2009-03-22,9748,9874,2,0
4984,2008/2009,2009-03-21,8592,9830,2,0
4985,2008/2009,2009-03-21,8481,9829,0,1
4986,2008/2009,2009-03-21,9831,7819,2,2
4987,2008/2009,2009-03-21,9851,9873,0,0
4988,2008/2009,2009-03-22,9941,9847,4,1
4989,2008/2009,2008-08-24,8583,9831,0,1
4990,2008/2009,2008-08-24,9827,9830,2,0
4991,2008/2009,2008-08-23,9746,8592,0,1
4992,2008/2009,2008-08-23,8682,9853,1,0
4993,2008/2009,2008-08-23,9748,9855,2,0
4994,2008/2009,2008-08-23,9829,7819,1,1
4995,2008/2009,2008-08-23,8481,9941,0,0
4996,2008/2009,2008-08-24,9851,8639,2,1
4997,2008/2009,2008-08-23,9874,9847,1,1
4998,2008/2009,2008-08-23,9873,8689,3,1
4999,2008/2009,2009-04-04,9827,8481,1,0
5000,2008/2009,2009-04-04,7819,9941,0,0
5001,2008/2009,2009-04-04,9855,8689,1,3
5002,2008/2009,2009-04-04,8682,9748,1,3
5003,2008/2009,2009-04-04,9829,9746,0,1
5004,2008/2009,2009-04-04,9830,8639,0,2
5005,2008/2009,2009-04-05,9847,9831,2,1
5006,2008/2009,2009-04-05,9853,8592,0,3
5007,2008/2009,2009-04-05,9874,9851,3,0
5008,2008/2009,2009-04-04,9873,8583,2,0
5009,2008/2009,2009-04-11,8583,9827,0,2
5010,2008/2009,2009-04-11,9746,7819,1,2
5011,2008/2009,2009-04-11,8682,9874,2,0
5012,2008/2009,2009-04-12,8639,9847,0,0
5013,2008/2009,2009-04-12,9748,9829,2,2
5014,2008/2009,2009-04-12,8592,9855,4,1
5015,2008/2009,2009-04-11,8481,9873,2,0
5016,2008/2009,2009-04-11,9831,8689,2,0
5017,2008/2009,2009-04-11,9851,9853,1,0
5018,2008/2009,2009-04-11,9941,9830,1,0
5019,2008/2009,2009-04-19,9827,9748,1,0
5020,2008/2009,2009-04-18,7819,8481,1,2
5021,2008/2009,2009-04-18,9855,9941,1,0
5022,2008/2009,2009-04-19,8689,8592,1,2
5023,2008/2009,2009-04-18,9829,9851,3,1
5024,2008/2009,2009-04-18,9830,9831,2,0
5025,2008/2009,2009-04-19,9847,9746,3,0
5026,2008/2009,2009-04-18,9853,8639,2,1
5027,2008/2009,2009-04-18,9874,8583,0,1
5028,2008/2009,2009-04-18,9873,8682,0,2
5029,2008/2009,2009-04-26,8583,7819,2,1
5030,2008/2009,2009-04-26,9746,9855,0,1
5031,2008/2009,2009-04-26,8682,9829,0,1
5032,2008/2009,2009-04-26,8639,8592,1,2
