ID,Season,Date,Home Team Api ID,Away Team Api ID,Home Team Goals,Away Team Goals
10388,2008/2009,2009-01-28,8535,9875,2,1
10389,2008/2009,2009-01-28,8533,9888,1,1
10390,2008/2009,2009-01-28,9804,8690,0,0
10391,2008/2009,2009-01-28,9882,8543,3,1
10392,2008/2009,2009-01-28,8600,9885,2,1
10393,2008/2009,2009-01-28,8530,8636,0,2
10394,2008/2009,2009-01-28,8564,10233,1,1
10395,2008/2009,2009-01-28,8524,9857,0,1
10396,2008/2009,2009-01-28,8529,8551,1,0
10397,2008/2009,2009-02-02,9857,8535,1,3
10398,2008/2009,2009-01-31,9875,8600,2,2
10399,2008/2009,2009-02-01,8690,8686,2,2
10400,2008/2009,2009-02-01,10233,8540,1,0
10401,2008/2009,2009-02-01,8636,9804,1,1
10402,2008/2009,2009-02-01,8543,8564,0,3
10403,2008/2009,2009-01-31,9885,8529,2,3
10404,2008/2009,2009-02-01,8524,8530,1,0
10405,2008/2009,2009-02-01,8551,9888,1,2
10406,2008/2009,2009-02-01,8533,9882,1,1
10407,2008/2009,2009-02-08,9882,8551,2,2
10408,2008/2009,2009-02-08,8540,9875,2,1
10409,2008/2009,2009-02-08,8686,10233,3,0
10410,2008/2009,2009-02-08,8529,8524,0,1
10411,2008/2009,2009-02-07,8564,8690,1,1
10412,2008/2009,2009-02-08,8535,8543,1,0
10413,2008/2009,2009-02-08,8600,9857,1,0
10414,2008/2009,2009-02-08,8530,9885,1,2
10415,2008/2009,2009-02-07,9888,8636,0,3
10416,2008/2009,2009-02-08,9804,8533,1,1
10417,2008/2009,2009-02-15,8524,8686,3,0
10418,2008/2009,2009-02-15,9885,9882,1,1
10419,2008/2009,2009-02-15,8551,8600,1,1
10420,2008/2009,2009-02-14,8543,9804,1,1
10421,2008/2009,2009-02-15,10233,8535,3,3
10422,2008/2009,2009-02-15,8533,8530,1,1
10423,2008/2009,2009-02-14,9875,9857,1,1
10424,2008/2009,2009-02-15,8690,8540,0,0
10425,2008/2009,2009-02-15,8636,8564,2,1
10426,2008/2009,2009-02-15,8529,9888,2,0
10427,2008/2009,2009-02-22,9875,10233,0,1
10428,2008/2009,2009-02-21,8686,8551,1,0
10429,2008/2009,2009-02-22,9804,8600,1,0
10430,2008/2009,2009-02-22,9882,8524,1,0
10431,2008/2009,2009-02-21,9857,8636,1,2
10432,2008/2009,2009-02-22,8535,8533,2,1
10433,2008/2009,2009-02-21,8540,9885,0,2
10434,2008/2009,2009-02-22,9888,8543,0,2
10435,2008/2009,2009-02-22,8564,8529,1,0
10436,2008/2009,2009-02-22,8530,8690,2,0
10437,2008/2009,2009-03-01,8524,8533,0,2
10438,2008/2009,2009-03-01,8600,9888,2,0
10439,2008/2009,2009-03-01,8551,10233,0,0
10440,2008/2009,2009-03-01,9882,8564,2,1
10441,2008/2009,2009-02-28,8543,9857,2,0
10442,2008/2009,2009-02-28,9885,9875,1,0
10443,2008/2009,2009-03-01,8690,8535,1,1
10444,2008/2009,2009-03-01,8636,8686,3,3
10445,2008/2009,2009-03-01,8529,9804,0,0
10446,2008/2009,2009-03-01,8540,8530,0,4
10447,2008/2009,2009-03-08,9857,9882,3,0
10448,2008/2009,2009-03-07,8686,8600,1,1
10449,2008/2009,2009-03-08,8530,8551,0,3
10450,2008/2009,2009-03-08,9888,8690,0,0
10451,2008/2009,2009-03-08,8535,8540,0,2
10452,2008/2009,2009-03-08,9875,8543,0,2
10453,2008/2009,2009-03-07,9804,9885,0,1
10454,2008/2009,2009-03-07,10233,8636,0,2
10455,2008/2009,2009-03-08,8533,8529,1,1
10456,2008/2009,2009-03-08,8564,8524,3,0
10457,2008/2009,2009-03-14,8529,10233,0,1
10458,2008/2009,2009-03-15,8600,8530,1,1
10459,2008/2009,2009-03-15,8540,9888,5,2
10460,2008/2009,2009-03-14,9885,9857,4,1
10461,2008/2009,2009-03-15,8551,8564,1,5
10462,2008/2009,2009-03-15,8690,9875,1,1
10463,2008/2009,2009-03-15,9882,8686,2,2
10464,2008/2009,2009-03-15,8524,9804,2,0
10465,2008/2009,2009-03-15,8543,8533,0,3
10466,2008/2009,2009-03-15,8636,8535,2,0
10467,2008/2009,2009-03-22,8533,8540,1,0
10468,2008/2009,2009-03-22,8636,8690,3,0
10469,2008/2009,2009-03-22,9875,8564,0,0
10470,2008/2009,2009-03-21,8530,8543,1,0
10471,2008/2009,2009-03-22,10233,8600,2,0
10472,2008/2009,2009-03-22,9857,8529,0,1
10473,2008/2009,2009-03-22,8535,8551,1,0
10474,2008/2009,2009-03-22,9888,8524,2,2
10475,2008/2009,2009-03-22,9804,9882,1,3
10476,2008/2009,2009-03-21,8686,9885,1,4
10477,2008/2009,2008-09-21,8600,9875,0,0
10478,2008/2009,2008-09-21,9804,8636,1,3
10479,2008/2009,2008-09-21,9882,8533,1,1
10480,2008/2009,2008-09-20,8686,8690,3,0
10481,2008/2009,2008-09-21,8540,10233,2,1
10482,2008/2009,2008-09-21,8564,8543,4,1
10483,2008/2009,2008-09-21,9888,8551,1,1
10484,2008/2009,2008-09-21,8535,9857,1,0
10485,2008/2009,2008-09-20,8530,8524,1,0
10486,2008/2009,2008-09-21,8529,9885,0,1
10487,2008/2009,2009-04-05,8686,9857,2,1
10488,2008/2009,2009-04-05,8540,9804,1,0
10489,2008/2009,2009-04-05,8529,8530,1,0
10490,2008/2009,2009-04-05,9885,8533,3,3
10491,2008/2009,2009-04-05,8524,8535,1,2
10492,2008/2009,2009-04-05,8600,8636,0,1
10493,2008/2009,2009-04-05,8690,10233,0,1
10494,2008/2009,2009-04-05,8551,8543,2,0
10495,2008/2009,2009-04-05,8564,9888,2,0
10496,2008/2009,2009-04-05,9882,9875,2,2
10497,2008/2009,2009-04-11,8543,8686,4,2
10498,2008/2009,2009-04-11,9857,8551,1,4
10499,2008/2009,2009-04-12,8690,8600,0,2
10500,2008/2009,2009-04-11,8533,8564,0,1
10501,2008/2009,2009-04-11,10233,9885,3,2
10502,2008/2009,2009-04-11,8636,8540,2,2
10503,2008/2009,2009-04-11,9804,8530,2,1
10504,2008/2009,2009-04-11,8535,8529,2,1
10505,2008/2009,2009-04-11,9875,8524,0,0
10506,2008/2009,2009-04-11,9888,9882,1,3
10507,2008/2009,2009-04-19,8600,8535,3,1
10508,2008/2009,2009-04-19,8530,9882,2,0
10509,2008/2009,2009-04-18,10233,8543,0,1
10510,2008/2009,2009-04-19,8686,9888,3,2
10511,2008/2009,2009-04-19,8540,9857,4,1
10512,2008/2009,2009-04-18,9885,8636,1,1
10513,2008/2009,2009-04-19,8564,9804,5,1
10514,2008/2009,2009-04-19,8529,9875,2,0
10515,2008/2009,2009-04-19,8524,8690,0,1
10516,2008/2009,2009-04-19,8551,8533,0,2
10517,2008/2009,2009-04-26,9888,8530,2,1
10518,2008/2009,2009-04-26,8543,8524,0,1
10519,2008/2009,2009-04-26,9857,10233,2,0
10520,2008/2009,2009-04-26,9882,8529,3,3
10521,2008/2009,2009-04-26,8564,8540,3,0
10522,2008/2009,2009-04-25,8535,8686,4,1
10523,2008/2009,2009-04-26,9875,8636,1,0
10524,2008/2009,2009-04-26,8690,9885,2,2
10525,2008/2009,2009-04-26,9804,8551,1,0
10526,2008/2009,2009-04-25,8533,8600,1,2
10527,2008/2009,2009-05-03,9885,9888,2,2
10528,2008/2009,2009-05-03,8600,8524,3,0
10529,2008/2009,2009-05-03,8540,8529,5,1
10530,2008/2009,2009-05-03,8686,8533,0,0
10531,2008/2009,2009-05-02,8636,8543,2,0
10532,2008/2009,2009-05-03,8530,8564,0,2
10533,2008/2009,2009-05-03,8551,9875,2,1
10534,2008/2009,2009-05-03,10233,9882,3,1
10535,2008/2009,2009-05-03,8535,9804,1,0
10536,2008/2009,2009-05-02,9857,8690,1,2
10537,2008/2009,2009-05-10,9888,9875,1,1
10538,2008/2009,2009-05-10,9804,9857,1,1
10539,2008/2009,2009-05-09,8543,8600,1,3
10540,2008/2009,2009-05-10,8564,9885,1,1
10541,2008/2009,2009-05-10,8530,8535,0,2
10542,2008/2009,2009-05-10,8551,8540,1,0
10543,2008/2009,2009-05-10,8524,10233,1,1
10544,2008/2009,2009-05-10,8529,8686,2,2
10545,2008/2009,2009-05-10,8533,8636,2,2
10546,2008/2009,2009-05-09,9882,8690,5,0
10547,2008/2009,2009-05-17,8535,9882,1,0
10548,2008/2009,2009-05-17,8690,8529,2,1
10549,2008/2009,2009-05-17,9875,9804,1,2
10550,2008/2009,2009-05-16,8686,8530,4,3
10551,2008/2009,2009-05-17,9885,8524,2,2
10552,2008/2009,2009-05-17,8636,8551,3,0
10553,2008/2009,2009-05-17,10233,8533,2,2
10554,2008/2009,2009-05-17,8540,8543,2,0
10555,2008/2009,2009-05-17,9857,9888,2,1
10556,2008/2009,2009-05-16,8600,8564,2,1
10557,2008/2009,2009-05-24,8533,9857,0,0
10558,2008/2009,2009-05-24,9882,8600,2,2
10559,2008/2009,2009-05-24,8564,8686,2,3
10560,2008/2009,2009-05-20,8543,8690,1,0
10561,2008/2009,2009-05-24,8524,8540,2,2
10562,2008/2009,2009-05-24,8530,9875,3,1
10563,2008/2009,2009-05-24,8551,9885,0,3
10564,2008/2009,2009-05-24,8529,8636,2,1
10565,2008/2009,2009-05-24,9804,10233,2,3
10566,2008/2009,2009-05-24,9888,8535,1,1
10567,2008/2009,2009-05-31,10233,9888,4,1
10568,2008/2009,2009-05-31,8636,8524,4,3
10569,2008/2009,2009-05-31,8600,8529,6,2
10570,2008/2009,2009-05-31,8540,9882,2,2
10571,2008/2009,2009-05-31,8535,8564,0,2
10572,2008/2009,2009-05-31,9857,8530,3,1
10573,2008/2009,2009-05-31,9885,8543,2,0
10574,2008/2009,2009-05-31,9875,8533,3,0
10575,2008/2009,2009-05-31,8690,8551,1,1
10576,2008/2009,2009-05-31,8686,9804,3,2
10577,2008/2009,2008-09-24,8551,9882,0,0
10578,2008/2009,2008-09-24,8690,8564,1,2
10579,2008/2009,2008-09-24,9875,8540,2,1
10580,2008/2009,2008-09-24,8543,8535,3,0
10581,2008/2009,2008-09-24,9885,8530,1,1
10582,2008/2009,2008-09-24,8636,9888,1,0
10583,2008/2009,2008-09-24,10233,8686,3,1
10584,2008/2009,2008-09-24,8533,9804,1,1
10585,2008/2009,2008-09-24,9857,8600,0,3
10586,2008/2009,2008-09-24,8524,8529,1,0
10587,2008/2009,2008-09-28,8600,8551,2,1
10588,2008/2009,2008-09-28,9804,8543,1,3
10589,2008/2009,2008-09-27,9882,9885,0,0
10590,2008/2009,2008-09-28,8686,8524,2,0
10591,2008/2009,2008-09-28,8540,8690,1,0
10592,2008/2009,2008-09-28,8564,8636,1,0
10593,2008/2009,2008-09-28,9857,9875,0,1
10594,2008/2009,2008-09-28,8530,8533,1,0
10595,2008/2009,2008-09-27,8535,10233,1,0
10596,2008/2009,2008-09-28,9888,8529,2,0
10597,2008/2009,2008-10-05,8600,9804,2,0
10598,2008/2009,2008-10-05,8551,8686,1,0
10599,2008/2009,2008-10-05,8690,8530,1,1
10600,2008/2009,2008-10-05,8529,8564,0,0
10601,2008/2009,2008-10-04,8543,9888,1,1
10602,2008/2009,2008-10-05,9885,8540,1,2
10603,2008/2009,2008-10-04,8636,9857,2,1
10604,2008/2009,2008-10-05,10233,9875,3,2
10605,2008/2009,2008-10-05,8533,8535,0,2
10606,2008/2009,2008-10-05,8524,9882,4,2
10607,2008/2009,2008-10-19,8564,9882,3,0
10608,2008/2009,2008-10-18,9875,9885,2,1
10609,2008/2009,2008-10-19,8686,8636,0,4
10610,2008/2009,2008-10-19,9804,8529,0,1
10611,2008/2009,2008-10-19,9888,8600,2,2
10612,2008/2009,2008-10-19,10233,8551,1,0
10613,2008/2009,2008-10-18,8535,8690,3,0
10614,2008/2009,2008-10-19,8533,8524,1,1
10615,2008/2009,2008-10-19,8530,8540,2,0
10616,2008/2009,2008-10-19,9857,8543,3,1
10617,2008/2009,2008-10-26,9882,9857,2,0
10618,2008/2009,2008-10-25,8551,8530,1,1
10619,2008/2009,2008-10-26,8600,8686,3,1
10620,2008/2009,2008-10-26,8543,9875,0,1
10621,2008/2009,2008-10-26,8690,9888,2,0
10622,2008/2009,2008-10-26,8540,8535,1,3
10623,2008/2009,2008-10-25,9885,9804,1,0
10624,2008/2009,2008-10-26,8636,10233,0,0
10625,2008/2009,2008-10-26,8529,8533,2,0
10626,2008/2009,2008-10-26,8524,8564,0,1
10627,2008/2009,2008-10-29,9804,8524,2,1
10628,2008/2009,2009-01-14,8686,9882,2,0
10629,2008/2009,2008-10-29,9875,8690,3,0
10630,2008/2009,2008-10-29,8564,8551,2,1
10631,2008/2009,2008-10-29,9888,8540,1,1
10632,2008/2009,2008-10-29,10233,8529,2,1
10633,2008/2009,2008-10-29,8535,8636,0,0
10634,2008/2009,2008-10-29,8533,8543,1,2
10635,2008/2009,2008-10-29,8530,8600,0,2
10636,2008/2009,2008-10-29,9857,9885,1,2
10637,2009/2010,2009-08-22,9857,8535,1,1
10638,2009/2010,2009-08-23,8530,9882,1,2
10639,2009/2010,2009-08-23,10233,8686,3,2
10640,2009/2010,2009-08-23,8636,9976,1,1
10641,2009/2010,2009-08-23,9885,8533,1,0
10642,2009/2010,2009-08-23,8543,8524,1,0
10643,2009/2010,2009-08-23,8537,8529,0,0
10644,2009/2010,2009-08-23,8540,9875,2,1
10645,2009/2010,2009-08-22,8551,8564,1,2
10646,2009/2010,2009-08-23,8600,10167,2,2
10647,2009/2010,2009-10-28,9857,8551,2,1
10648,2009/2010,2009-10-28,8530,8533,1,2
10649,2009/2010,2009-10-28,10233,8535,2,1
10650,2009/2010,2009-10-29,8636,8540,5,3
10651,2009/2010,2009-10-28,9885,9882,5,1
10652,2009/2010,2009-10-28,8543,8529,0,1
10653,2009/2010,2009-10-28,8537,8524,1,0
10654,2009/2010,2009-10-28,9875,8564,2,2
10655,2009/2010,2009-10-28,10167,9976,2,0
10656,2009/2010,2009-10-28,8600,8686,2,1
10657,2009/2010,2009-11-01,8529,8524,3,0
10658,2009/2010,2009-11-01,8533,8600,1,1
10659,2009/2010,2009-11-01,8535,8530,3,1
10660,2009/2010,2009-10-31,9885,9875,2,3
10661,2009/2010,2009-11-01,8537,8636,0,2
10662,2009/2010,2009-11-01,8540,10233,0,0
10663,2009/2010,2009-11-01,8686,9857,2,1
10664,2009/2010,2009-11-01,9882,9976,0,0
10665,2009/2010,2009-11-01,8551,8543,1,1
10666,2009/2010,2009-10-31,8564,10167,2,0
10667,2009/2010,2009-11-07,8524,9885,2,5
10668,2009/2010,2009-11-08,9976,8537,1,0
10669,2009/2010,2009-11-08,9857,8540,3,1
10670,2009/2010,2009-11-08,8529,9882,2,0
10671,2009/2010,2009-11-07,8530,9875,0,0
10672,2009/2010,2009-11-08,10233,8551,4,2
10673,2009/2010,2009-11-08,8636,8686,1,1
10674,2009/2010,2009-11-08,8543,8564,1,2
10675,2009/2010,2009-11-08,10167,8533,2,0
10676,2009/2010,2009-11-08,8600,8535,0,1
10677,2009/2010,2009-11-21,9857,8636,1,3
10678,2009/2010,2009-11-21,8535,10167,2,3
10679,2009/2010,2009-11-22,9885,8600,1,0
10680,2009/2010,2009-11-22,8537,10233,2,1
10681,2009/2010,2009-11-22,8564,8529,4,3
10682,2009/2010,2009-11-22,9875,8543,0,0
10683,2009/2010,2009-11-22,8540,8530,1,1
10684,2009/2010,2009-11-22,8686,9976,3,1
10685,2009/2010,2009-11-22,9882,8533,2,1
10686,2009/2010,2009-11-22,8551,8524,0,2
10687,2009/2010,2009-11-29,8524,8686,1,2
10688,2009/2010,2009-11-29,9976,8551,2,1
10689,2009/2010,2009-11-29,8529,9885,2,0
10690,2009/2010,2009-11-29,8530,8564,0,2
10691,2009/2010,2009-11-29,8533,8540,1,0
10692,2009/2010,2009-11-28,10233,9882,3,0
10693,2009/2010,2009-11-29,8636,8535,1,0
10694,2009/2010,2009-11-29,8543,9857,0,0
10695,2009/2010,2009-11-29,10167,9875,1,1
10696,2009/2010,2009-11-28,8600,8537,2,0
10697,2009/2010,2009-12-06,9857,8600,2,1
10698,2009/2010,2009-12-06,8535,8524,2,0
10699,2009/2010,2009-12-06,10233,10167,2,2
10700,2009/2010,2009-12-05,9885,8636,2,1
10701,2009/2010,2009-12-06,8537,8533,0,2
10702,2009/2010,2009-12-05,8564,9882,3,0
10703,2009/2010,2009-12-06,9875,9976,3,2
10704,2009/2010,2009-12-06,8540,8529,2,1
10705,2009/2010,2009-12-06,8686,8543,1,0
10706,2009/2010,2009-12-06,8551,8530,3,2
10707,2009/2010,2009-12-13,8524,8636,1,1
10708,2009/2010,2009-12-12,9976,9885,3,1
10709,2009/2010,2009-12-12,8529,9875,3,3
10710,2009/2010,2009-12-13,8530,8537,0,1
10711,2009/2010,2009-12-13,8533,8535,2,1
10712,2009/2010,2009-12-13,8543,10233,1,0
10713,2009/2010,2009-12-13,8564,8540,0,2
10714,2009/2010,2009-12-13,10167,9857,2,1
10715,2009/2010,2009-12-13,9882,8686,0,0
10716,2009/2010,2009-12-13,8551,8600,2,1
10717,2009/2010,2010-01-20,9857,8524,2,2
10718,2009/2010,2010-02-24,8535,8564,1,2
10719,2009/2010,2010-01-20,10233,9976,1,1
10720,2009/2010,2009-12-20,8636,8543,1,0
10721,2009/2010,2009-12-20,9885,8530,1,2
10722,2009/2010,2009-12-20,8537,9882,3,1
10723,2009/2010,2009-12-20,9875,8533,2,0
10724,2009/2010,2009-12-20,8540,8551,1,0
10725,2009/2010,2009-12-20,8686,10167,2,0
10726,2009/2010,2010-02-24,8600,8529,2,1
10727,2009/2010,2010-01-06,8524,9875,0,2
10728,2009/2010,2010-01-06,9976,8600,2,0
10729,2009/2010,2010-01-06,8529,8686,2,2
10730,2009/2010,2010-01-06,8530,9857,1,0
10731,2009/2010,2010-01-06,8533,8636,0,1
10732,2009/2010,2010-01-06,8543,8537,4,1
10733,2009/2010,2010-01-06,8564,10233,5,2
10734,2009/2010,2010-01-06,10167,9885,1,2
10735,2009/2010,2010-01-06,9882,8540,1,1
10736,2009/2010,2010-01-06,8551,8535,1,5
10737,2009/2010,2010-01-10,9857,8529,0,1
10738,2009/2010,2010-01-10,8535,9976,2,1
10739,2009/2010,2010-01-10,10233,8530,2,0
10740,2009/2010,2010-01-09,8636,8551,4,3
10741,2009/2010,2010-01-10,9885,8564,0,3
10742,2009/2010,2010-01-10,8537,10167,2,1
10743,2009/2010,2010-01-10,9875,9882,1,0
10744,2009/2010,2010-01-10,8540,8524,1,0
10745,2009/2010,2010-01-09,8686,8533,1,0
10746,2009/2010,2010-01-10,8600,8543,1,1
10747,2009/2010,2009-08-30,8524,10233,0,1
10748,2009/2010,2009-08-29,9976,9857,0,0
10749,2009/2010,2009-08-30,8529,8551,1,3
10750,2009/2010,2009-08-30,8533,8543,1,2
10751,2009/2010,2009-08-30,8535,8540,1,0
10752,2009/2010,2009-08-29,8564,8636,0,4
10753,2009/2010,2009-08-30,9875,8537,3,1
10754,2009/2010,2009-08-30,10167,8530,2,1
10755,2009/2010,2009-08-30,8686,9885,1,3
10756,2009/2010,2009-08-30,9882,8600,3,1
10757,2009/2010,2010-01-17,8535,9857,1,2
10758,2009/2010,2010-01-17,9882,8530,1,1
10759,2009/2010,2010-01-17,8686,10233,3,0
10760,2009/2010,2010-01-16,9976,8636,2,2
10761,2009/2010,2010-01-17,8533,9885,1,0
10762,2009/2010,2010-01-17,8524,8543,3,0
10763,2009/2010,2010-01-16,8529,8537,3,0
10764,2009/2010,2010-01-17,9875,8540,0,0
10765,2009/2010,2010-01-17,8564,8551,4,0
10766,2009/2010,2010-01-17,10167,8600,0,0
10767,2009/2010,2010-01-24,10233,8524,2,0
10768,2009/2010,2010-01-24,9857,9976,2,1
10769,2009/2010,2010-01-24,8551,8529,1,1
10770,2009/2010,2010-01-24,8543,8533,1,1
10771,2009/2010,2010-01-24,8540,8535,3,0
10772,2009/2010,2010-01-24,8636,8564,2,0
10773,2009/2010,2010-01-24,8537,9875,0,2
10774,2009/2010,2010-01-23,8530,10167,3,0
10775,2009/2010,2010-01-23,9885,8686,1,2
10776,2009/2010,2010-01-24,8600,9882,2,3
10777,2009/2010,2010-01-31,9882,8524,2,0
10778,2009/2010,2010-01-31,8533,9857,1,1
10779,2009/2010,2010-01-31,8529,8535,2,2
10780,2009/2010,2010-01-30,9875,10233,0,0
10781,2009/2010,2010-02-10,10167,8636,1,1
10782,2009/2010,2010-01-31,9885,8543,1,1
10783,2009/2010,2010-01-31,8564,8537,1,1
10784,2009/2010,2010-01-30,9976,8540,4,2
10785,2009/2010,2010-01-31,8686,8551,2,1
10786,2009/2010,2010-01-31,8530,8600,1,1
10787,2009/2010,2010-02-07,8524,9976,1,0
10788,2009/2010,2010-02-07,8636,8529,3,0
10789,2009/2010,2010-02-07,8543,8530,0,1
10790,2009/2010,2010-02-07,10233,8533,1,0
10791,2009/2010,2010-02-06,8537,9885,1,1
10792,2009/2010,2010-02-07,9857,8564,0,0
10793,2009/2010,2010-02-07,8600,9875,3,1
10794,2009/2010,2010-02-06,8540,10167,2,1
10795,2009/2010,2010-02-07,8535,8686,0,1
10796,2009/2010,2010-02-07,8551,9882,1,2
10797,2009/2010,2010-02-14,8530,8524,0,0
10798,2009/2010,2010-02-14,8529,9976,3,1
10799,2009/2010,2010-02-14,8537,9857,0,1
10800,2009/2010,2010-02-13,9882,8535,2,0
10801,2009/2010,2010-02-14,9885,10233,3,2
10802,2009/2010,2010-02-14,9875,8636,0,0
10803,2009/2010,2010-02-14,10167,8543,0,2
10804,2009/2010,2010-02-13,8686,8540,4,1
10805,2009/2010,2010-02-14,8533,8551,0,1
10806,2009/2010,2010-02-12,8564,8600,3,2
10807,2009/2010,2010-02-21,8686,8530,1,0
10808,2009/2010,2010-02-21,8524,8533,0,1
10809,2009/2010,2010-02-21,9857,9885,1,2
10810,2009/2010,2010-02-21,8540,8543,3,1
10811,2009/2010,2010-02-21,8535,8537,2,1
10812,2009/2010,2010-02-21,9976,8564,0,2
10813,2009/2010,2010-02-21,8551,9875,0,0
10814,2009/2010,2010-02-21,8529,10167,2,0
10815,2009/2010,2010-02-20,8636,9882,0,0
10816,2009/2010,2010-02-20,10233,8600,3,0
10817,2009/2010,2010-02-28,8564,8524,3,1
10818,2009/2010,2010-02-27,8530,9976,4,0
10819,2009/2010,2010-02-28,10233,9857,3,4
10820,2009/2010,2010-02-28,8533,8529,2,1
10821,2009/2010,2010-02-27,8543,8535,1,1
10822,2009/2010,2010-02-28,8600,8636,2,3
10823,2009/2010,2010-02-28,9885,8540,0,2
10824,2009/2010,2010-02-28,9875,8686,2,2
10825,2009/2010,2010-02-28,10167,9882,1,0
10826,2009/2010,2010-02-28,8537,8551,1,2
10827,2009/2010,2010-03-07,8529,8530,2,2
10828,2009/2010,2010-03-07,9976,8533,1,0
10829,2009/2010,2010-03-07,8636,10233,0,0
10830,2009/2010,2010-03-06,8535,9885,1,2
10831,2009/2010,2010-03-07,9882,8543,2,1
10832,2009/2010,2010-03-07,8540,8537,1,0
10833,2009/2010,2010-03-06,8686,8564,0,0
10834,2009/2010,2010-03-07,9857,9875,2,1
10835,2009/2010,2010-03-07,8551,10167,1,1
10836,2009/2010,2010-03-07,8524,8600,0,0
10837,2009/2010,2010-03-14,10167,8524,1,0
10838,2009/2010,2010-03-14,8543,9976,0,2
10839,2009/2010,2010-03-14,10233,8529,5,3
10840,2009/2010,2010-03-14,8564,8533,1,0
10841,2009/2010,2010-03-13,9875,8535,1,3
10842,2009/2010,2010-03-12,8530,8636,3,1
10843,2009/2010,2010-03-14,8600,8540,3,2
10844,2009/2010,2010-03-14,8537,8686,3,3
10845,2009/2010,2010-03-14,9857,9882,1,1
10846,2009/2010,2010-03-14,9885,8551,3,3
10847,2009/2010,2010-03-21,8551,9857,1,0
10848,2009/2010,2010-03-21,8533,8530,1,1
10849,2009/2010,2010-03-20,8535,10233,3,0
10850,2009/2010,2010-03-20,8540,8636,1,1
10851,2009/2010,2010-03-21,9882,9885,1,0
10852,2009/2010,2010-03-21,8529,8543,0,2
10853,2009/2010,2010-03-21,8524,8537,3,0
10854,2009/2010,2010-03-21,8564,9875,1,1
10855,2009/2010,2010-03-21,9976,10167,1,1
10856,2009/2010,2010-03-20,8686,8600,4,2
10857,2009/2010,2009-09-13,8524,9882,0,1
10858,2009/2010,2009-09-13,9857,8533,0,2
10859,2009/2010,2009-09-13,8535,8529,1,0
10860,2009/2010,2009-09-13,10233,9875,4,1
10861,2009/2010,2009-09-13,8636,10167,2,0
10862,2009/2010,2009-09-12,8543,9885,0,2
10863,2009/2010,2009-09-12,8537,8564,0,0
10864,2009/2010,2009-09-13,8540,9976,1,1
10865,2009/2010,2009-09-13,8551,8686,1,2
10866,2009/2010,2009-09-13,8600,8530,4,2
10867,2009/2010,2010-03-24,8524,8529,3,1
10868,2009/2010,2010-03-24,8600,8533,0,0
10869,2009/2010,2010-03-24,8530,8535,1,0
10870,2009/2010,2010-03-25,9875,9885,3,1
10871,2009/2010,2010-03-24,8636,8537,3,0
10872,2009/2010,2010-03-24,10167,8564,1,0
10873,2009/2010,2010-03-24,10233,8540,2,2
10874,2009/2010,2010-03-24,9857,8686,0,2
10875,2009/2010,2010-03-24,9976,9882,2,1
10876,2009/2010,2010-03-24,8543,8551,2,0
10877,2009/2010,2010-03-28,9885,8524,2,1
10878,2009/2010,2010-03-28,8537,9976,1,1
10879,2009/2010,2010-03-27,8540,9857,3,1
10880,2009/2010,2010-03-28,9882,8529,1,1
10881,2009/2010,2010-03-28,9875,8530,1,0
10882,2009/2010,2010-03-28,8551,10233,0,0
10883,2009/2010,2010-03-27,8686,8636,2,1
10884,2009/2010,2010-03-28,8564,8543,1,1
10885,2009/2010,2010-03-28,8533,10167,0,0
10886,2009/2010,2010-03-28,8535,8600,4,1
10887,2009/2010,2010-04-03,8636,9857,3,0
10888,2009/2010,2010-04-03,10167,8535,1,1
10889,2009/2010,2010-04-03,8600,9885,3,0
10890,2009/2010,2010-04-03,10233,8537,1,1
10891,2009/2010,2010-04-03,8529,8564,2,3
10892,2009/2010,2010-04-03,8543,9875,1,1
10893,2009/2010,2010-04-03,8530,8540,2,0
10894,2009/2010,2010-04-03,9976,8686,0,1
10895,2009/2010,2010-04-03,8533,9882,1,2
10896,2009/2010,2010-04-03,8524,8551,2,0
10897,2009/2010,2010-04-11,8686,8524,2,1
10898,2009/2010,2010-04-11,8551,9976,3,2
10899,2009/2010,2010-04-11,9885,8529,1,0
10900,2009/2010,2010-04-11,8564,8530,2,2
10901,2009/2010,2010-04-11,8540,8533,3,1
10902,2009/2010,2010-04-11,9882,10233,1,0
10903,2009/2010,2010-04-10,8535,8636,2,2
10904,2009/2010,2010-04-11,9857,8543,2,3
10905,2009/2010,2010-04-10,9875,10167,2,3
10906,2009/2010,2010-04-11,8537,8600,0,2
10907,2009/2010,2010-04-18,8600,9857,1,1
10908,2009/2010,2010-04-18,8524,8535,2,1
10909,2009/2010,2010-04-18,10167,10233,2,3
10910,2009/2010,2010-04-16,8636,9885,2,0
10911,2009/2010,2010-04-17,8533,8537,2,0
10912,2009/2010,2010-04-18,9882,8564,2,1
10913,2009/2010,2010-04-18,9976,9875,1,2
10914,2009/2010,2010-04-18,8529,8540,2,2
10915,2009/2010,2010-04-18,8543,8686,1,2
10916,2009/2010,2010-04-18,8530,8551,2,2
10917,2009/2010,2010-04-24,8636,8524,3,1
10918,2009/2010,2010-04-25,9885,9976,3,0
10919,2009/2010,2010-04-25,9875,8529,0,0
10920,2009/2010,2010-04-25,8537,8530,3,1
10921,2009/2010,2010-04-25,8535,8533,0,2
10922,2009/2010,2010-04-25,10233,8543,1,2
10923,2009/2010,2010-04-24,8540,8564,3,1
