Ad System,Day,Campaign ID,Group ID,Ad ID,Keyword ID,Cost,Shows,Clicks
yandex.direct,2019-03-15,1329635,167879163,408701615,572134531,0.0,1,0
yandex.direct,2019-03-15,1329647,167879043,408702043,572136031,0.0,6,0
yandex.direct,2019-03-15,1329639,167879127,408702053,572134297,0.0,1823,0
yandex.direct,2019-03-15,1329625,167879083,408701703,572132395,0.0,1,0
yandex.direct,2019-03-15,1329631,167879203,408701223,572134759,4.65,3,1
yandex.direct,2019-03-15,1329643,167879089,408701811,572134147,0.0,1,0
yandex.direct,2019-03-15,1329631,167879219,408701253,572134847,0.0,1,0
yandex.direct,2019-03-15,1329613,167879309,414198627,572135429,0.0,2,0
yandex.direct,2019-03-15,1329641,167879353,408701477,572133141,0.0,3,0
google.adwords,2019-03-15,1329671,167881635,414199347,,18.4311,315,2
google.adwords,2019-03-15,1329705,167881797,414199651,572141471,0.0,1,0
yandex.direct,2019-03-15,1329609,167879305,408701521,572133001,0.0,3,0
yandex.direct,2019-03-15,1329647,167879043,408702043,572136027,0.0,1,0
yandex.direct,2019-03-15,1329629,167879133,408701923,572132789,0.0,3,0
yandex.direct,2019-03-15,1329637,167879375,408701459,572135931,76.42,5,1
yandex.direct,2019-03-15,1329635,167879139,408701565,572134337,0.0,1,0
yandex.direct,2019-03-15,1329621,167879121,408702011,572132713,0.0,9,0
google.adwords,2019-03-15,1329661,167881461,414198995,572141217,0.0,1,0
yandex.direct,2019-03-15,1329635,167879163,408701617,572134527,0.0,2,0
yandex.direct,2019-03-15,1329635,167879143,408702075,572134353,40.0,2,1
yandex.direct,2019-03-15,1329629,167879133,408701923,572132753,0.0,3,0
google.adwords,2019-03-15,1329663,167881603,414199281,572141203,0.0,1,0
yandex.direct,2019-03-15,1329641,167879349,408701469,572133133,286.77,17,3
yandex.direct,2019-03-15,1329639,167879125,408701785,572134291,0.0,18,0
google.adwords,2019-03-15,1329689,167881701,414199447,572139265,135.3,7,1
yandex.direct,2019-03-15,1329621,167879121,408702011,572132711,0.0,2,0
google.adwords,2019-03-15,1329689,167881669,414199405,572141801,0.0,1,0
google.adwords,2019-03-15,1329699,167881527,414741227,572141635,0.0,1,0
yandex.direct,2019-03-15,1329631,167879233,408701283,572134937,0.0,1,0
yandex.direct,2019-03-15,1329635,167879151,408701589,572134429,0.0,3,0
yandex.direct,2019-03-15,1329633,167879397,408701597,572133405,0.0,4,0
yandex.direct,2019-03-15,1329633,167879471,408701939,572133267,0.0,8,0
yandex.direct,2019-03-15,1329643,167879093,408701823,572134185,0.0,2,0
yandex.direct,2019-03-15,1329629,167879133,408701923,572132743,0.0,65,0
google.adwords,2019-03-15,1329699,167881539,414199173,572141683,0.0,1,0
yandex.direct,2019-03-15,1329621,167879119,408702007,572132683,35.75,123,2
yandex.direct,2019-03-15,1329625,167879085,408701707,572132477,0.0,3,0
yandex.direct,2019-03-15,1329627,167879135,408701917,572132869,0.0,1,0
yandex.direct,2019-03-15,1329645,167879287,408701775,572135339,0.0,1,0
google.adwords,2019-03-15,1329681,167881653,414199359,572141377,0.0,1,0
yandex.direct,2019-03-15,1329625,167879087,408701711,572132655,0.0,3,0
yandex.direct,2019-03-15,1329609,167879301,408702097,572132971,0.0,2,0
yandex.direct,2019-03-15,1329609,167879291,408701491,572132903,0.0,2,0
google.adwords,2019-03-15,1329681,167881653,414199359,572141321,0.0,2,0
yandex.direct,2019-03-15,1329611,167879047,408702099,572133815,0.0,49,0
yandex.direct,2019-03-15,1329625,167879087,408701713,572132573,4.66,19,1
yandex.direct,2019-03-15,1329629,167879133,408701925,572132749,0.0,2,0
yandex.direct,2019-03-15,1329631,167879233,408701283,572134945,0.0,1,0
google.adwords,2019-03-15,1329687,167881453,414198941,572140637,0.0,1,0
yandex.direct,2019-03-15,1329609,167879289,408701485,572132899,0.0,2,0
google.adwords,2019-03-15,1329701,167881725,414199491,572141235,0.0,1,0
yandex.direct,2019-03-15,1329643,167879089,408701811,572134119,0.0,31,0
yandex.direct,2019-03-15,1329643,167879089,408701811,572134137,0.0,1,0
yandex.direct,2019-03-15,1329629,167879133,408701925,572132795,0.0,7,0
yandex.direct,2019-03-15,1329627,167879135,408701917,572132885,0.0,1,0
yandex.direct,2019-03-15,1329629,167879133,408701925,572132803,0.0,33,0
yandex.direct,2019-03-15,1329615,167879063,414198639,572133919,0.0,48,0
yandex.direct,2019-03-15,1329623,167879325,408701725,572135589,0.0,1,0
yandex.direct,2019-03-15,1329643,167879089,408701813,572134143,0.0,3,0
yandex.direct,2019-03-15,1329645,167879287,408701775,572135355,0.0,1,0
google.adwords,2019-03-15,1329697,167881709,408706995,572140557,0.0,2,0
yandex.direct,2019-03-15,1329623,167879325,408701723,572135589,0.0,1,0
yandex.direct,2019-03-15,1329631,167879257,408701329,572135081,0.0,2,0
yandex.direct,2019-03-15,1329615,167879077,414198667,572134107,0.0,48,0
yandex.direct,2019-03-15,1329629,167879133,408701925,572132759,0.0,1,0
yandex.direct,2019-03-15,1329609,167879301,408702097,572132973,0.0,1,0
yandex.direct,2019-03-15,1329625,167879087,408701711,572132647,9.16,61,1
yandex.direct,2019-03-15,1329615,167879077,414198669,572134107,0.0,7,0
yandex.direct,2019-03-15,1329631,167879219,408701255,572134829,0.0,1,0
yandex.direct,2019-03-15,1329615,167879077,414198667,572134101,0.0,7,0
yandex.direct,2019-03-15,1329615,167879067,414198649,572134013,0.0,2,0
yandex.direct,2019-03-15,1329613,167879311,414198635,572135469,0.0,2,0
yandex.direct,2019-03-15,1329631,167879187,408702129,572134689,0.0,1,0
yandex.direct,2019-03-15,1329615,167879065,414198643,572133997,0.0,8,0
yandex.direct,2019-03-15,1329639,167879131,408701803,572134319,0.0,111,0
google.adwords,2019-03-15,1329677,167881647,408706917,572980021,0.0,3,0
yandex.direct,2019-03-15,1329647,167879043,408702045,572136057,0.0,6,0
yandex.direct,2019-03-15,1329631,167879209,408701233,572134779,0.0,1,0
yandex.direct,2019-03-15,1329621,167879119,408702009,572132683,11.06,11,1
google.adwords,2019-03-15,1329697,167881713,408706989,572139711,0.0,3,0
yandex.direct,2019-03-15,1329647,167879033,408702069,572135953,6.88,79,1
yandex.direct,2019-03-15,1329631,167879217,408701249,572134821,0.0,1,0
yandex.direct,2019-03-15,1329639,167879127,408702051,572134311,81.13,44,1
yandex.direct,2019-03-15,1329629,167879133,408701925,572132775,0.0,2,0
yandex.direct,2019-03-15,1329609,167879291,408701489,572132907,0.0,9,0
yandex.direct,2019-03-15,1329631,167879187,408702127,572134685,19.61,5,1
yandex.direct,2019-03-15,1329635,167879163,408701617,572134525,0.0,2,0
yandex.direct,2019-03-15,1329639,167879127,408702051,572134305,0.0,79,0
yandex.direct,2019-03-15,1329629,167879133,408701923,572132769,0.0,2,0
yandex.direct,2019-03-15,1329613,167879307,414198671,572135391,0.0,1,0
yandex.direct,2019-03-15,1329647,167879043,408702045,572136047,0.0,6,0
google.adwords,2019-03-15,1329681,167881653,414199359,572141451,0.0,1,0
yandex.direct,2019-03-15,1329625,167879087,408701713,572132647,0.0,4,0
yandex.direct,2019-03-15,1329647,167879043,408702043,572136029,0.0,66,0
yandex.direct,2019-03-15,1329625,167879081,408701701,572132383,10.83,39,1
yandex.direct,2019-03-15,1329635,167879167,408701527,572134619,41.72,1,1
yandex.direct,2019-03-15,1329613,167879307,414198671,572135389,0.0,1,0
yandex.direct,2019-03-15,1329641,167879333,408701415,572133013,0.0,1,0
google.adwords,2019-03-15,1329691,167881575,414199215,572141767,0.0,2,0
yandex.direct,2019-03-15,1329615,167879063,414198641,572133921,8.66,32,1
yandex.direct,2019-03-15,1329643,167879091,408701867,572134165,0.0,1,0
google.adwords,2019-03-15,1329661,167881463,414198979,572141179,262.72,2,2
yandex.direct,2019-03-15,1329631,167879235,408701287,572134983,0.0,2,0
google.adwords,2019-03-15,1329687,167881419,414741225,572141153,0.0,1,0
yandex.direct,2019-03-15,1329631,167879215,408701245,572134791,0.0,1,0
yandex.direct,2019-03-15,1329613,167879313,414198681,572135507,0.0,1,0
yandex.direct,2019-03-15,1329631,167879257,408701329,572135083,0.0,5,0
google.adwords,2019-03-15,1329699,167881531,414199159,572140521,146.42,1,1
yandex.direct,2019-03-15,1329631,167879257,408701329,572135095,0.0,1,0
yandex.direct,2019-03-15,1329615,167879073,414198665,572134091,0.0,52,0
yandex.direct,2019-03-15,1329647,167879043,408702043,572136055,0.0,988,0
yandex.direct,2019-03-15,1329641,167879345,408701991,572133099,0.0,2,0
yandex.direct,2019-03-15,1329629,167879133,408701923,572132761,0.0,110,0
yandex.direct,2019-03-15,1329619,167879365,408701393,572133193,0.0,2,0
yandex.direct,2019-03-15,1329635,167879145,408701577,572134377,0.0,2,0
yandex.direct,2019-03-15,1329641,167879337,408701431,572133079,0.0,2,0
yandex.direct,2019-03-15,1329641,167879353,408701479,572133143,0.0,1,0
yandex.direct,2019-03-15,1329637,167879375,408701459,572135929,0.0,6,0
yandex.direct,2019-03-15,1329629,167879133,408701923,572132775,0.0,25,0
yandex.direct,2019-03-15,1329639,167879127,408702055,572134297,0.0,21,0
yandex.direct,2019-03-15,1329641,167879351,408701473,572133137,0.0,6,0
google.adwords,2019-03-15,1329685,167881799,414199661,572141623,0.0,6,0
yandex.direct,2019-03-15,1329633,167879391,408701563,572133379,0.0,1,0
yandex.direct,2019-03-15,1329641,167879345,408701991,572133103,0.0,3,0
yandex.direct,2019-03-15,1329629,167879133,408701923,572132783,0.0,7,0
yandex.direct,2019-03-15,1329643,167879111,408701859,572134257,0.0,134,0
yandex.direct,2019-03-15,1329647,167879043,408702043,572136039,0.0,2,0
google.adwords,2019-03-15,1329687,167881419,414198893,572141161,0.0,5,0
yandex.direct,2019-03-15,1329609,167879301,408702095,572132969,0.0,38,0
yandex.direct,2019-03-15,1329623,167879329,408701737,572135741,0.0,1,0
yandex.direct,2019-03-15,1329647,167879043,408702045,572136023,0.0,7,0
google.adwords,2019-03-15,1329667,167881625,414199325,572141017,0.0,2,0
yandex.direct,2019-03-15,1329615,167879067,414198647,572134031,0.0,1,0
yandex.direct,2019-03-15,1329635,167879143,408702077,572134355,6.24,1,1
google.adwords,2019-03-15,1329701,167881731,414199541,572141695,0.0,2,0
yandex.direct,2019-03-15,1329623,167879325,408701725,572135595,0.0,1,0
yandex.direct,2019-03-15,1329631,167879271,408701357,572135213,0.0,2,0
yandex.direct,2019-03-15,1329629,167879133,408701923,572132781,0.0,4,0
yandex.direct,2019-03-15,1329615,167879065,414198643,572133969,0.0,250,0
yandex.direct,2019-03-15,1329629,167879133,408701923,572132771,14.92,46,1
yandex.direct,2019-03-15,1329637,167879371,408701443,572135905,0.0,1,0
yandex.direct,2019-03-15,1329625,167879083,408701703,572132399,0.0,1,0
yandex.direct,2019-03-15,1329647,167879043,408702045,572136033,0.0,4,0
yandex.direct,2019-03-15,1329615,167879073,414198663,572134075,0.0,1,0
yandex.direct,2019-03-15,1329633,167879405,408701639,572133429,0.0,33,0
yandex.direct,2019-03-15,1329641,167879345,408701991,572133101,0.0,3,0
yandex.direct,2019-03-15,1329635,167879149,414198675,572134387,0.0,4,0
yandex.direct,2019-03-15,1329619,167879363,408701391,572133185,53.2,4,1
yandex.direct,2019-03-15,1329631,167879229,408701273,572134887,33.02,4,1
yandex.direct,2019-03-15,1329611,167879047,408702099,572133811,0.0,3,0
yandex.direct,2019-03-15,1329629,167879133,408701925,572132761,0.0,5,0
google.adwords,2019-03-15,1329691,167881575,414199215,572141885,0.0,5,0
yandex.direct,2019-03-15,1329645,167879277,408702071,572135263,27.16,8,1
google.adwords,2019-03-15,1329699,167881547,414199149,572139933,0.0,1,0
yandex.direct,2019-03-15,1329641,167879337,408701429,572133075,0.0,1,0
yandex.direct,2019-03-15,1329615,167879069,414198653,572134067,0.0,260,0
yandex.direct,2019-03-15,1329635,167879149,414198677,572134409,72.31,6,3
yandex.direct,2019-03-15,1329615,167879073,414198665,572134079,0.0,6,0
google.adwords,2019-03-15,1329689,167881703,414199451,572140637,65.3764,1,1
yandex.direct,2019-03-15,1329643,167879095,408701827,572134201,0.0,1,0
yandex.direct,2019-03-15,1329625,167879087,408701711,572132673,0.0,6,0
yandex.direct,2019-03-15,1329637,167879369,408701439,572135893,0.0,6,0
yandex.direct,2019-03-15,1329623,167879325,408701723,572135591,0.0,1,0
yandex.direct,2019-03-15,1329637,167879371,408701445,572135903,0.0,2,0
yandex.direct,2019-03-15,1329639,167879125,408701787,572134287,0.0,2,0
google.adwords,2019-03-15,1329689,167881681,414199381,572141101,0.0,5,0
yandex.direct,2019-03-15,1329611,167879057,408701853,572133887,0.0,1,0
yandex.direct,2019-03-15,1329623,167879329,408701735,572135641,69.07,9,3
yandex.direct,2019-03-15,1329647,167879043,408702043,572136025,0.0,3,0
google.adwords,2019-03-15,1329667,167881619,414199335,572140321,47.94,5,2
yandex.direct,2019-03-15,1329635,167879145,408701577,572134361,0.0,1,0
yandex.direct,2019-03-15,1329623,167879331,408701739,572135877,0.0,2,0
yandex.direct,2019-03-15,1329609,167879291,408701489,572132929,35.63,1,1
yandex.direct,2019-03-15,1329639,167879125,408701783,572134291,0.0,5,0
google.adwords,2019-03-15,1329667,167881627,414199315,572141025,0.0,1,0
yandex.direct,2019-03-15,1329609,167879291,408701491,572132905,0.0,2,0
yandex.direct,2019-03-15,1329621,167879119,408702007,572132687,17.08,153,1
yandex.direct,2019-03-15,1329641,167879333,408701413,572133015,0.0,1,0
yandex.direct,2019-03-15,1329641,167879349,408701471,572133133,0.0,8,0
yandex.direct,2019-03-15,1329643,167879101,408701839,572134219,0.0,5,0
yandex.direct,2019-03-15,1329613,167879311,414198637,572135485,0.0,2,0
yandex.direct,2019-03-15,1329611,167879057,408701853,572133879,0.0,3,0
yandex.direct,2019-03-15,1329613,167879307,414198673,572135383,0.0,1,0
yandex.direct,2019-03-15,1329637,167879371,408701447,572135903,41.86,1,1
yandex.direct,2019-03-15,1329641,167879345,408701993,572133103,0.0,1,0
yandex.direct,2019-03-15,1329631,167879257,408701331,572135115,0.0,1,0
google.adwords,2019-03-15,1329697,167881717,408706985,572141715,0.0,1,0
yandex.direct,2019-03-15,1329631,167879257,408701331,572135113,0.0,1,0
yandex.direct,2019-03-15,1329629,167879133,408701923,572132785,0.0,2,0
yandex.direct,2019-03-15,1329631,167879191,408702135,572134715,12.55,1,1
yandex.direct,2019-03-15,1329639,167879125,408701787,572134285,0.0,1,0
yandex.direct,2019-03-15,1329639,167879131,408701805,572134317,0.0,4,0
google.adwords,2019-03-15,1329661,167881467,414199011,572141209,0.0,1,0
google.adwords,2019-03-15,1329697,167881717,408706983,572141701,0.0,1,0
yandex.direct,2019-03-15,1329629,167879133,408701923,572132803,16.88,427,2
yandex.direct,2019-03-15,1329647,167879033,408702067,572135949,0.0,1,0
yandex.direct,2019-03-15,1329629,167879133,408701923,572132757,0.0,4,0
google.adwords,2019-03-15,1329667,167881621,414199341,572141607,0.0,1,0
yandex.direct,2019-03-15,1329619,167879363,408701391,572133187,0.0,6,0
yandex.direct,2019-03-15,1329643,167879089,408701813,572134119,0.0,135,0
yandex.direct,2019-03-15,1329645,167879287,408701775,572135369,0.0,23,0
yandex.direct,2019-03-15,1329643,167879095,408701829,572134193,0.0,2,0
yandex.direct,2019-03-15,1329637,167879369,408701437,572135893,0.0,3,0
yandex.direct,2019-03-15,1329625,167879085,408701707,572132517,0.0,1,0
yandex.direct,2019-03-15,1329643,167879089,408701813,572134123,0.0,1,0
google.adwords,2019-03-15,1329697,167881709,408706995,572139407,0.0,1,0
yandex.direct,2019-03-15,1329625,167879087,408701711,572132553,0.0,57,0
yandex.direct,2019-03-15,1329615,167879063,414198641,572133933,0.0,1,0
yandex.direct,2019-03-15,1329643,167879101,408701841,572134217,0.0,2,0
yandex.direct,2019-03-15,1329623,167879329,408701737,572135681,0.0,1,0
yandex.direct,2019-03-15,1329609,167879291,408701489,572132915,0.0,1,0
yandex.direct,2019-03-15,1329647,167879029,408702015,572135933,0.0,36,0
yandex.direct,2019-03-15,1329615,167879069,414198655,572134059,0.0,1,0
yandex.direct,2019-03-15,1329627,167879135,408701915,572132885,0.0,6,0
yandex.direct,2019-03-15,1329631,167879219,408701255,572134847,0.0,1,0
yandex.direct,2019-03-15,1329631,167879271,408701359,572135191,0.0,2,0
yandex.direct,2019-03-15,1329635,167879165,408701621,572134599,31.38,1,1
yandex.direct,2019-03-15,1329615,167879063,414198641,572133919,0.0,4,0
yandex.direct,2019-03-15,1329629,167879133,408701925,572132763,0.0,6,0
yandex.direct,2019-03-15,1329609,167879301,408702097,572132989,0.0,1,0
yandex.direct,2019-03-15,1329631,167879217,408701249,572134809,0.0,2,0
yandex.direct,2019-03-15,1329635,167879159,414198707,572134489,162.1,2,1
yandex.direct,2019-03-15,1329631,167879237,408701289,572135011,0.0,1,0
google.adwords,2019-03-15,1329661,167881463,414198979,572141237,9.92,1,1
google.adwords,2019-03-15,1329687,167881423,414741221,572141151,42.86,1,1
google.adwords,2019-03-15,1329693,167881757,414199569,572141151,0.0,2,0
yandex.direct,2019-03-15,1329635,167879161,408701989,572134509,0.0,1,0
yandex.direct,2019-03-15,1329613,167879313,414198681,572135511,0.0,1,0
yandex.direct,2019-03-15,1329615,167879063,414198639,572133927,0.0,12,0
yandex.direct,2019-03-15,1329647,167879033,408702069,572135955,0.0,18,0
yandex.direct,2019-03-15,1329637,167879371,408701445,572135909,0.0,1,0
yandex.direct,2019-03-15,1329609,167879289,408701485,572132895,0.0,3,0
yandex.direct,2019-03-15,1329625,167879087,408701711,572132555,0.0,56,0
yandex.direct,2019-03-15,1329631,167879249,408701313,572135049,0.0,1,0
yandex.direct,2019-03-15,1329643,167879103,408701843,572134241,0.0,3,0
google.adwords,2019-03-15,1329681,167881657,414199367,572141419,0.0,1,0
google.adwords,2019-03-15,1329697,167881713,408706987,572140223,17.72,4,1
yandex.direct,2019-03-15,1329627,167879135,408701915,572132879,0.0,3,0
yandex.direct,2019-03-15,1329635,167879165,408701621,572134561,14.67,16,1
google.adwords,2019-03-15,1329669,167881235,414198743,,100.9888,1276,4
yandex.direct,2019-03-15,1329647,167879033,408702069,572135937,0.0,3,0
yandex.direct,2019-03-15,1329641,167879345,408701991,572133107,0.0,1,0
yandex.direct,2019-03-15,1329631,167879183,408702119,572134677,0.0,1,0
yandex.direct,2019-03-15,1329625,167879085,408701707,572132467,0.0,1,0
yandex.direct,2019-03-15,1329613,167879307,414198671,572135405,0.0,12,0
yandex.direct,2019-03-15,1329615,167879077,414198667,572134115,0.0,13,0
google.adwords,2019-03-15,1329693,167881767,414199571,572141759,0.0,1,0
yandex.direct,2019-03-15,1329631,167879225,408701267,572134861,0.0,1,0
yandex.direct,2019-03-15,1329635,167879149,414198677,572134383,0.0,1,0
yandex.direct,2019-03-15,1329611,167879057,408701851,572133883,0.0,2,0
google.adwords,2019-03-15,1329693,167881771,414199619,572141235,0.0,1,0
google.adwords,2019-03-15,1329693,167881755,414199575,572141111,184.02,1,1
yandex.direct,2019-03-15,1329643,167879093,408701823,572134187,5.11,76,1
yandex.direct,2019-03-15,1329645,167879277,408702073,572135259,0.0,1,0
yandex.direct,2019-03-15,1329637,167879369,408701437,572135883,0.0,2,0
yandex.direct,2019-03-15,1329629,167879133,408701925,572132773,8.03,12,1
yandex.direct,2019-03-15,1329633,167879435,408702035,572133611,0.0,5,0
google.adwords,2019-03-15,1329691,167881575,414199215,572141733,270.44,5,3
yandex.direct,2019-03-15,1329611,167879047,408702101,572133815,0.0,6,0
google.adwords,2019-03-15,1329691,167881575,414199215,572141869,0.0,1,0
google.adwords,2019-03-15,1329681,167881653,414199359,572141405,0.0,2,0
yandex.direct,2019-03-15,1329639,167879125,408701783,572134287,0.0,88,0
yandex.direct,2019-03-15,1329615,167879065,414198643,572133999,0.0,6,0
yandex.direct,2019-03-15,1329631,167879257,408701331,572135099,0.0,1,0
yandex.direct,2019-03-15,1329625,167879087,408701711,572132583,0.0,3,0
yandex.direct,2019-03-15,1329639,167879125,408701783,572134289,0.0,1,0
yandex.direct,2019-03-15,1329635,167879163,408701617,572134531,0.0,2,0
yandex.direct,2019-03-15,1329623,167879331,408701739,572135871,0.0,2,0
yandex.direct,2019-03-15,1329625,167879087,408701713,572132553,0.0,3,0
yandex.direct,2019-03-15,1329639,167879125,408701783,572134293,0.0,19,0
yandex.direct,2019-03-15,1329645,167879275,408701753,572135247,0.0,1,0
yandex.direct,2019-03-15,1329609,167879291,408701489,572132911,0.0,4,0
yandex.direct,2019-03-15,1329615,167879069,414198653,572134069,0.0,41,0
yandex.direct,2019-03-15,1329643,167879101,408701839,572134213,25.25,230,3
yandex.direct,2019-03-15,1329611,167879047,408702099,572133841,0.0,138,0
yandex.direct,2019-03-15,1329615,167879065,414198645,572133969,0.0,47,0
yandex.direct,2019-03-15,1329639,167879131,408701803,572134331,0.0,19,0
yandex.direct,2019-03-15,1329639,167879127,408702053,572134307,0.0,98,0
yandex.direct,2019-03-15,1329635,167879167,408701525,572134613,0.0,4,0
yandex.direct,2019-03-15,1329637,167879369,408701437,572135889,0.0,1,0
yandex.direct,2019-03-15,1329635,167879139,408701567,572134345,0.0,1,0
yandex.direct,2019-03-15,1329629,167879133,408701923,572132755,0.0,1,0
yandex.direct,2019-03-15,1329615,167879063,414198639,572133947,0.0,5,0
yandex.direct,2019-03-15,1329625,167879087,408701713,572132585,0.0,1,0
yandex.direct,2019-03-15,1329625,167879087,408701711,572132581,0.0,9,0
yandex.direct,2019-03-15,1329631,167879261,408701337,572135129,0.0,2,0
yandex.direct,2019-03-15,1329637,167879369,408701433,572135883,0.0,1,0
yandex.direct,2019-03-15,1329611,167879049,408701553,572133847,0.0,8,0
yandex.direct,2019-03-15,1329625,167879087,408701711,572132593,0.0,6,0
yandex.direct,2019-03-15,1329637,167879371,408701443,572135895,0.0,3,0
yandex.direct,2019-03-15,1329641,167879357,408702047,572133147,77.97,20,1
yandex.direct,2019-03-15,1329629,167879133,408701923,572132799,0.0,1,0
yandex.direct,2019-03-15,1329645,167879277,408702073,572135263,253.04,18,3
yandex.direct,2019-03-15,1329633,167879435,408702035,572133615,0.0,1,0
google.adwords,2019-03-15,1329683,167881519,414199111,572139693,375.18,4,2
yandex.direct,2019-03-15,1329643,167879089,408701811,572134159,0.0,1,0
yandex.direct,2019-03-15,1329639,167879125,408701785,572134287,36.8,318,1
yandex.direct,2019-03-15,1329625,167879085,408701707,572132537,0.0,13,0
google.adwords,2019-03-15,1329679,167881483,414199031,572140077,0.0,1,0
yandex.direct,2019-03-15,1329631,167879235,408701285,572134985,0.0,1,0
yandex.direct,2019-03-15,1329623,167879325,408701723,572135595,0.0,5,0
yandex.direct,2019-03-15,1329627,167879135,408701915,572132865,0.0,4,0
yandex.direct,2019-03-15,1329611,167879047,408702099,572133831,0.0,4,0
yandex.direct,2019-03-15,1329643,167879093,408701823,572134181,0.0,3,0
yandex.direct,2019-03-15,1329625,167879079,408701697,572136063,0.0,5,0
google.adwords,2019-03-15,1329699,167881551,414199141,572141661,0.0,2,0
yandex.direct,2019-03-15,1329647,167879033,408702069,572135945,23.16,19,1
yandex.direct,2019-03-15,1329631,167879249,408701313,572135051,0.0,1,0
yandex.direct,2019-03-15,1329615,167879063,414198639,572133917,0.0,2,0
google.adwords,2019-03-15,1329699,167881539,414199173,572141691,0.0,1,0
google.adwords,2019-03-15,1329667,167881629,414199339,572139937,0.0,1,0
yandex.direct,2019-03-15,1329637,167879371,408701441,572135907,0.0,1,0
yandex.direct,2019-03-15,1329647,167879033,408702067,572135953,63.45,580,2
google.adwords,2019-03-15,1329667,167881619,414199335,572141573,0.0,3,0
yandex.direct,2019-03-15,1329627,167879135,408701915,572132849,0.0,1,0
yandex.direct,2019-03-15,1329645,167879277,408702073,572135255,44.63,6,1
yandex.direct,2019-03-15,1329615,167879065,414198643,572133979,0.0,10,0
google.adwords,2019-03-15,1329695,167881561,408706797,572141023,0.0,1,0
google.adwords,2019-03-15,1329703,167881487,414199055,572141467,0.0,1,0
yandex.direct,2019-03-15,1329613,167879313,414198679,572135515,0.0,1,0
yandex.direct,2019-03-15,1329613,167879311,414198635,572135479,0.0,1,0
yandex.direct,2019-03-15,1329635,167879165,408701619,572134565,209.21,23,8
yandex.direct,2019-03-15,1329641,167879355,408701483,572133145,52.57,6,1
yandex.direct,2019-03-15,1329631,167879257,408701331,572135095,0.0,1,0
yandex.direct,2019-03-15,1329639,167879129,408701795,572134313,0.0,3,0
google.adwords,2019-03-15,1329667,167881623,414199333,572140299,0.0,1,0
yandex.direct,2019-03-15,1329615,167879065,414198643,572133965,0.0,6,0
google.adwords,2019-03-15,1329661,167881459,414199007,572141219,0.0,3,0
yandex.direct,2019-03-15,1329643,167879093,408701825,572134169,0.0,6,0
yandex.direct,2019-03-15,1329625,167879087,408701711,572132629,0.0,1,0
yandex.direct,2019-03-15,1329625,167879085,408701709,572132459,9.82,26,1
yandex.direct,2019-03-15,1329609,167879305,408701523,572133001,0.0,2,0
yandex.direct,2019-03-15,1329621,167879119,408702009,572132685,27.61,70,2
yandex.direct,2019-03-15,1329633,167879403,408701635,572133421,0.0,5,0
yandex.direct,2019-03-15,1329625,167879079,408701695,572136063,0.0,1,0
yandex.direct,2019-03-15,1329609,167879301,408702095,572132977,0.0,2,0
yandex.direct,2019-03-15,1329631,167879253,408701321,572135073,0.0,1,0
yandex.direct,2019-03-15,1329641,167879333,408701413,572133045,0.0,4,0
yandex.direct,2019-03-15,1329625,167879085,408701707,572132411,0.0,13,0
yandex.direct,2019-03-15,1329637,167879375,408701463,572135931,0.0,2,0
google.adwords,2019-03-15,1329687,167881431,414198869,572139233,0.0,1,0
yandex.direct,2019-03-15,1329629,167879133,408701925,572132787,0.0,14,0
yandex.direct,2019-03-15,1329647,167879033,408702067,572135937,0.0,107,0
yandex.direct,2019-03-15,1329631,167879233,408701283,572134943,0.0,1,0
google.adwords,2019-03-15,1329681,167881653,414199359,572141401,0.0,1,0
google.adwords,2019-03-15,1329689,167881673,414199397,572141151,0.0,1,0
yandex.direct,2019-03-15,1329613,167879311,414198637,572135473,0.0,1,0
yandex.direct,2019-03-15,1329631,167879219,408701253,572134837,0.0,1,0
yandex.direct,2019-03-15,1329637,167879371,408701447,572135905,0.0,1,0
yandex.direct,2019-03-15,1329643,167879113,408701863,572134259,0.0,5,0
yandex.direct,2019-03-15,1329635,167879163,408701615,572134545,23.18,1,1
yandex.direct,2019-03-15,1329613,167879307,414198671,572135395,0.0,2,0
yandex.direct,2019-03-15,1329615,167879069,414198653,572134061,0.0,1,0
yandex.direct,2019-03-15,1329609,167879291,408701489,572132909,22.52,14,1
yandex.direct,2019-03-15,1329639,167879127,408702051,572134309,0.0,2,0
yandex.direct,2019-03-15,1329647,167879033,408702067,572135943,0.0,88,0
yandex.direct,2019-03-15,1329625,167879085,408701707,572132421,0.0,35,0
yandex.direct,2019-03-15,1329631,167879235,408701285,572134957,0.0,1,0
google.adwords,2019-03-15,1329681,167881653,414199359,572141307,1.13,2,1
yandex.direct,2019-03-15,1329615,167879071,414198659,572134071,0.0,4,0
yandex.direct,2019-03-15,1329637,167879369,408701433,572135891,97.58,8,1
yandex.direct,2019-03-15,1329631,167879229,408701275,572134879,0.0,2,0
yandex.direct,2019-03-15,1329639,167879125,408701785,572134285,0.0,50,0
google.adwords,2019-03-15,1329697,167881713,408706989,572139267,0.0,3,0
yandex.direct,2019-03-15,1329643,167879089,408701813,572134145,0.0,1,0
yandex.direct,2019-03-15,1329637,167879371,408701443,572135907,0.0,2,0
yandex.direct,2019-03-15,1329625,167879079,408701695,572136067,0.0,2,0
yandex.direct,2019-03-15,1329641,167879333,408701413,572133013,0.0,2,0
